Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
302.1,310.7,1491,42.8,98
297.3,308.1,1369,52.0,214
300.1,309.3,1469,43.9,20
296.6,307.4,1544,42.3,170
301.7,309.8,1491,39.3,114
298.0,307.5,1683,27.8,26
300.9,310.7,1573,31.2,2
300.4,310.3,1537,35.0,33
299.4,309.2,1607,31.7,145
299.8,309.2,1760,25.9,63
299.1,310.4,1405,53.6,86
297.4,308.5,1412,45.5,49
300.3,309.5,1551,37.9,42
301.8,310.6,1372,54.7,95
301.8,310.2,1457,40.4,213
299.8,311.1,1412,42.5,181
300.5,309.9,1735,27.0,107
297.3,308.3,1309,61.5,56
299.3,308.4,1406,47.4,3
299.2,308.5,1544,41.6,146
298.2,308.4,1666,34.6,74
301.5,310.7,1599,40.4,72
301.8,310.3,1765,27.3,29
301.7,310.1,1743,27.3,210
298.0,308.7,1536,39.6,99
304.0,313.1,1648,35.7,119
298.0,308.1,1777,24.3,200
298.3,309.2,1783,28.3,130
299.2,308.5,1487,41.2,140
300.9,310.9,1228,66.4,109
303.5,313.0,1492,46.1,89
296.9,307.8,1605,37.0,84
298.7,308.5,1375,46.4,48
299.5,310.8,1571,38.2,74
301.5,311.1,1402,40.0,94
297.5,308.4,1587,36.1,98
298.5,310.0,1435,42.5,25
299.0,308.3,1441,44.0,48
300.6,309.6,1682,30.7,78
301.5,310.4,1486,39.6,144
298.5,308.4,1513,33.6,172
302.0,310.9,1546,34.4,7
302.3,310.9,1545,36.7,18
302.3,310.2,1548,35.3,170
301.4,310.7,1487,44.6,88
300.9,310.3,1446,44.5,135
300.7,309.7,1598,33.7,149
302.1,310.6,1517,38.9,2
298.1,307.8,1606,33.0,130
302.2,310.1,1368,51.6,12
297.3,308.1,1458,45.7,202
298.5,309.5,1370,52.4,113
298.2,309.1,1569,35.2,199
301.5,310.9,1365,46.5,172
300.3,309.1,1699,30.3,178
302.3,311.8,1355,50.1,104
299.8,309.4,1460,37.4,25
298.5,309.3,1512,38.1,170
298.0,308.5,1395,46.2,122
301.0,310.9,1495,37.3,21
300.1,311.3,1748,26.6,42
297.8,308.9,1506,33.5,26
297.3,308.6,1446,50.1,144
297.8,307.6,1607,30.3,62
303.4,312.9,1422,39.9,63
301.7,310.6,1492,42.2,85
297.7,308.9,1838,27.3,99
300.5,309.3,1417,51.5,231
300.4,311.3,1639,34.6,24
303.1,312.5,1667,30.0,160
300.9,311.2,1353,60.4,139
300.7,310.6,1474,37.0,33
297.2,308.5,1353,46.5,185
297.0,308.1,1410,47.6,79
301.7,309.5,1298,65.5,229
303.6,312.9,1381,57.8,27
298.5,309.4,1560,37.9,37
300.3,311.4,1471,37.0,114
300.0,309.2,1444,43.6,123
302.4,311.9,1439,36.6,212
298.4,309.0,1474,52.7,95
301.0,311.4,1573,37.6,103
298.4,308.4,1479,39.2,58
302.6,311.4,1757,29.5,151
299.0,310.0,1488,46.3,198
297.5,308.9,1535,37.7,12
298.5,308.0,1404,48.1,32
297.6,309.0,1885,25.2,24
302.7,312.1,1378,46.9,176
298.2,307.6,1369,54.5,82
300.6,311.7,1744,26.9,111
302.5,310.3,1551,37.3,168
300.7,310.7,1431,39.3,22
301.5,310.5,1389,54.9,187
303.6,311.7,1546,38.5,64
302.5,312.0,1487,46.1,175
297.0,307.8,1609,35.6,193
298.8,308.9,1398,51.5,0
301.1,311.3,1630,29.5,51
299.1,310.0,1437,41.1,192
301.5,310.5,1593,32.9,155
298.9,308.5,1415,54.0,6
298.2,308.7,1436,49.1,26
301.6,310.7,1421,44.4,94
298.1,308.5,1382,54.5,17
298.5,309.2,1568,40.6,39
300.1,310.1,1569,43.5,17
297.3,308.4,1449,44.4,34
300.5,312.0,1415,44.6,23
300.6,310.6,1463,45.5,196
300.8,312.0,1496,40.0,175
303.5,312.0,1756,29.7,28
297.1,307.8,1428,43.7,179
300.2,309.9,1566,36.4,170
302.2,310.8,1340,47.8,54
299.3,309.3,1528,37.8,45
300.7,312.0,1550,32.4,5
299.8,311.3,1785,25.4,139
300.5,312.0,1646,29.5,106
300.5,309.5,1635,34.2,62
298.1,308.2,1654,35.3,155
298.6,309.8,1704,28.3,64
301.1,311.0,1677,29.1,188
298.3,309.0,1339,58.8,35
299.7,310.9,1685,32.1,88
300.0,311.5,1591,32.0,79
301.7,310.6,1624,34.5,216
297.5,308.2,1624,30.9,186
297.7,309.0,1636,29.7,32
300.3,311.8,1592,32.1,11
297.5,308.7,1456,44.7,29
300.4,309.3,1467,40.3,166
301.1,310.6,1611,35.2,70
298.4,309.1,1467,42.5,139
300.6,309.5,1550,40.2,96
298.9,310.2,1696,30.2,214
296.2,307.2,1382,52.0,201
298.9,308.7,1500,41.6,187
301.5,310.8,1593,34.5,162
302.6,312.1,1344,51.0,206
297.5,308.7,1407,42.5,145
297.4,308.3,1548,46.6,7
300.7,309.8,1406,48.4,151
297.5,308.7,1697,28.1,107
297.7,309.0,1656,33.2,20
304.2,313.4,1457,49.4,96
299.9,309.4,1467,41.2,20
300.9,310.7,1609,28.7,39
300.2,311.7,1448,54.2,173
302.6,311.0,1329,48.6,111
298.5,309.5,1385,46.3,203
300.8,310.9,1748,29.9,140
300.8,311.9,1498,39.3,23
302.8,312.3,1386,57.8,172
300.4,310.0,1560,42.3,186
298.9,310.3,1364,54.0,95
302.9,312.2,1513,37.8,92
300.9,311.2,1518,35.0,90
302.6,311.7,1430,51.7,32
298.3,308.3,1432,46.9,65
298.0,309.6,1633,34.8,41
300.2,311.6,1767,26.4,20
299.7,311.1,1574,36.4,135
301.9,310.6,1475,47.8,179
298.9,310.1,1466,43.4,50
300.4,311.5,1441,44.6,96
299.8,309.7,1556,37.7,124
298.8,308.6,1331,62.8,81
301.5,311.1,1731,27.9,101
302.0,310.9,1446,44.0,64
296.7,307.8,1605,31.3,128
300.5,312.0,1498,42.9,25
297.3,308.7,1531,36.7,116
302.3,311.5,1384,50.8,13
298.9,309.9,1517,36.6,117
297.5,309.3,1675,29.8,72
301.1,311.2,1384,49.4,48
297.3,308.7,1587,35.8,148
302.0,311.0,1566,37.8,218
299.3,308.8,1648,28.4,188
299.1,310.4,1519,45.3,92
297.5,308.8,1430,49.4,2
297.2,308.5,1487,46.9,173
300.5,311.6,1497,40.5,180
301.8,311.1,1399,41.8,125
302.8,312.3,1504,40.3,204
300.2,311.8,1410,51.4,189
299.9,309.8,1716,28.2,117
303.7,312.4,1535,38.6,107
300.9,310.9,1370,52.5,107
298.2,309.0,1377,57.8,8
298.6,310.2,1569,36.3,10
299.7,311.1,1603,31.4,141
298.8,308.5,1736,29.0,31
301.5,310.9,1451,40.6,0
302.9,312.2,1367,55.1,50
304.0,313.2,1314,47.1,144
300.3,311.5,1548,32.2,25
301.7,309.9,1317,49.0,187
303.6,312.3,1698,31.3,100
302.0,309.9,1407,52.8,154
300.2,310.3,1331,52.1,30
300.2,311.7,1603,30.5,176
302.2,311.6,1592,37.7,79
302.3,311.1,1630,35.6,183
298.4,308.2,1364,45.9,63
298.8,309.9,1495,35.2,214
303.5,312.9,1275,64.4,113
301.8,310.5,1478,38.6,141
297.4,308.7,1623,33.8,127
302.5,312.0,1521,40.2,174
303.5,312.0,1436,45.1,32
301.9,310.7,1370,50.3,20
297.5,309.4,1497,35.8,44
299.7,311.1,1650,32.4,60
298.3,307.7,1439,43.8,111
297.4,308.0,1423,38.0,154
301.3,310.1,1469,39.7,179
300.3,311.7,1317,56.5,7
297.3,308.5,1497,47.5,27
301.1,310.2,1496,43.4,54
298.6,309.5,1404,43.3,33
300.5,311.6,1575,32.5,168
297.4,309.2,1274,54.3,121
300.5,311.6,1444,49.3,92
300.7,310.7,1507,46.1,209
295.9,306.6,1679,30.4,117
302.5,311.5,1481,41.1,215
297.9,308.0,1501,36.7,4
300.1,309.7,1680,33.8,140
298.2,308.3,1230,59.6,162
300.8,310.9,1557,31.6,52
301.3,310.8,1719,29.5,62
302.0,310.8,1609,35.2,4
299.2,308.4,1529,43.0,50
299.7,311.1,1554,41.0,192
300.0,309.4,1308,50.2,32
298.1,307.9,1614,35.8,196
299.8,310.0,1361,53.8,167
301.0,311.0,1804,25.8,174
300.8,310.9,1398,38.2,50
296.8,307.8,1394,47.7,155
298.7,309.2,1437,45.7,195
300.9,312.4,1372,51.0,142
301.0,312.2,1540,34.1,113
298.7,309.8,1582,33.4,121
300.6,310.3,1414,50.6,25
301.0,311.2,1521,35.8,13
301.5,310.8,1628,36.4,167
299.2,308.3,1755,26.4,19
298.6,309.6,1423,42.7,82
300.6,309.7,1593,32.4,76
298.1,307.6,1496,44.1,104
297.9,308.9,1393,40.6,45
302.6,311.5,1427,38.9,213
302.8,312.1,1520,39.9,48
301.9,311.2,1435,44.2,16
301.5,310.4,1329,46.6,24
298.9,309.9,1526,35.4,96
302.7,310.6,1686,26.3,9
301.8,310.8,1557,33.3,190
299.5,310.7,1589,33.5,5
297.8,307.9,1802,25.8,43
298.9,310.0,1482,41.1,82
304.0,313.1,1564,50.9,119
300.5,310.3,1435,43.3,31
303.8,312.6,1527,41.9,159
297.4,308.3,1723,28.8,33
297.4,308.4,1580,41.2,66
298.2,308.4,1452,43.5,158
301.1,312.3,1534,39.0,129
300.2,309.5,1630,28.3,51
302.0,310.7,1698,28.1,39
302.4,311.8,1673,30.1,210
298.3,309.3,1529,41.7,5
299.6,310.2,1381,60.5,13
297.3,308.6,1511,35.7,120
304.2,313.8,1481,44.9,136
298.3,308.4,1585,30.6,127
297.3,308.3,1550,37.0,54
299.7,311.2,1835,23.7,183
297.4,308.4,1582,37.2,68
300.2,310.3,1445,50.9,34
300.9,310.6,1538,36.7,3
297.7,307.4,1432,40.2,132
302.6,311.0,1438,51.0,106
298.8,310.5,1464,46.4,207
298.0,309.4,1490,40.5,53
298.6,308.4,1397,46.4,36
298.4,308.6,1591,36.7,122
301.5,310.6,1578,34.1,120
300.7,309.3,1580,38.3,102
303.9,313.2,1624,39.8,107
300.0,311.1,1425,47.8,179
300.5,309.5,1320,49.9,59
297.5,309.2,1530,40.0,206
298.8,308.9,1379,46.7,204
298.9,308.6,1524,40.4,131
297.3,308.4,1491,46.5,29
300.4,309.4,1875,23.9,155
299.6,310.6,1642,35.1,149
303.5,311.7,1584,32.7,143
299.1,308.8,1329,53.6,207
300.0,309.2,1635,32.4,4
301.8,310.7,1551,37.7,64
300.5,310.5,1469,42.9,14
298.3,308.4,1593,37.0,174
303.7,313.1,1721,34.8,50
300.6,309.4,1468,44.1,76
300.8,311.9,1761,29.0,113
298.4,309.1,1525,39.3,86
297.7,309.7,1680,30.2,168
301.3,311.0,1463,50.2,214
298.8,309.7,1740,28.5,152
297.0,307.9,1412,47.4,112
304.0,313.2,1632,30.6,121
299.5,308.9,1520,38.3,122
300.4,311.7,1460,39.6,162
300.0,309.1,1401,44.5,0
298.3,309.6,1531,40.1,81
301.1,310.6,1410,43.9,73
301.2,310.1,1558,32.6,34
301.3,310.7,1761,24.3,174
300.4,309.9,1681,28.6,206
301.9,310.8,1525,43.2,62
300.0,309.5,1735,28.9,82
299.0,310.3,1507,36.7,173
301.7,311.0,1548,40.3,21
299.1,310.2,1317,54.8,231
302.5,311.4,1559,37.6,209
297.9,307.7,1492,43.7,59
300.1,310.4,1556,38.1,92
299.0,310.4,1504,34.3,48
300.7,310.6,1439,41.7,184
299.2,310.3,1440,47.0,21
298.5,309.6,1419,41.5,105
301.8,311.1,1495,36.9,197
299.3,308.6,1371,50.5,136
299.6,309.2,1393,47.7,28
301.8,311.0,1651,32.5,195
302.0,310.4,1567,36.4,114
302.2,310.8,1562,38.1,78
300.2,310.3,1704,29.2,42
302.8,312.1,1487,36.6,84
299.9,311.2,1579,35.5,162
300.4,310.2,1431,43.2,0
297.4,308.9,1645,30.8,196
297.9,307.6,1504,42.4,180
297.8,309.2,1400,56.9,34
302.2,310.5,1832,23.7,129
297.5,308.3,1544,40.8,37
302.4,311.3,1392,50.5,51
302.1,311.2,1417,48.0,13
299.4,309.4,1701,31.2,199
299.5,310.7,1488,39.5,95
297.2,307.9,1632,37.5,156
302.7,311.2,1545,35.1,128
297.2,308.5,1550,41.5,125
295.8,306.4,1399,47.6,84
298.6,309.7,1314,49.7,136
299.4,308.9,1457,41.5,201
302.0,310.9,1539,34.2,13
300.9,310.8,1476,39.0,10
300.8,310.6,1577,37.9,227
301.1,311.1,1436,41.8,156
300.3,309.7,1582,30.8,144
300.4,309.8,1725,30.4,195
297.8,307.3,1516,40.1,166
297.0,308.2,1577,29.4,130
300.1,311.6,1589,37.9,37
297.5,308.6,1536,39.0,202
300.0,309.6,1571,33.1,65
297.2,308.1,1474,44.3,152
300.0,311.5,1349,48.6,113
297.6,308.6,1664,30.1,81
297.9,307.6,1589,37.8,120
301.9,310.6,1610,33.4,87
301.0,312.0,1499,34.6,207
298.0,308.7,1436,48.2,201
300.7,312.3,1590,36.3,93
297.3,308.2,1601,35.7,9
297.4,308.6,1439,51.9,188
297.6,309.5,1373,50.6,55
298.0,308.2,1395,49.1,206
300.8,311.2,1592,32.9,82
298.3,309.4,1631,29.8,0
296.9,307.6,1435,45.0,119
298.5,308.0,1519,37.3,29
303.4,311.9,1419,50.9,39
298.4,309.4,1666,24.3,68
298.2,308.2,1436,50.2,43
301.1,310.8,1274,55.7,169
301.4,310.5,1536,39.9,201
298.3,309.0,1823,25.9,181
300.2,310.6,1431,42.3,113
303.6,312.2,1696,30.7,5
297.6,309.7,1541,33.7,165
297.4,308.7,1584,38.2,154
298.1,307.7,1388,40.3,109
300.0,309.6,1526,46.4,150
297.6,308.4,1611,31.0,48
300.9,311.2,1789,25.5,114
298.3,308.6,1447,38.1,146
300.2,309.6,1442,49.2,61
300.7,310.8,1772,27.3,69
300.2,310.1,1474,44.0,198
300.4,309.6,1543,38.1,209
298.3,308.0,1637,30.8,2
301.0,311.0,1423,38.6,199
299.1,310.5,1389,61.4,64
297.3,308.4,1469,46.7,65
300.2,311.4,1570,35.3,138
301.9,311.0,1289,54.9,128
300.4,309.6,1675,35.5,164
295.4,305.8,1526,38.2,181
298.2,309.0,1353,57.8,89
297.3,308.5,1398,60.4,12
297.7,308.9,1458,41.1,14
301.1,310.6,1310,48.8,103
297.1,308.5,1733,28.7,50
300.6,309.4,1581,35.7,117
302.4,311.0,1580,36.5,64
300.8,310.5,1582,31.1,193
302.2,310.4,1456,47.5,167
297.6,308.7,1552,42.3,27
300.1,310.1,1402,46.6,10
302.5,311.9,1347,54.3,125
301.5,310.7,1596,35.4,150
297.3,308.2,1677,34.9,21
300.7,310.4,1366,52.6,205
300.3,309.6,1488,41.3,172
297.4,308.3,1706,30.9,9
297.6,309.4,1326,49.8,199
295.6,306.1,1651,28.1,110
299.3,310.5,1462,40.5,24
301.7,310.8,1385,50.7,133
297.0,308.1,1455,43.5,122
298.6,309.6,1563,35.0,21
300.4,311.4,1355,56.2,122
301.1,310.1,1417,46.9,35
297.7,308.1,1734,30.7,177
301.9,310.8,1427,47.7,92
302.5,311.5,1802,26.4,192
302.3,311.7,1540,28.9,149
300.6,309.4,1549,43.4,233
300.3,310.2,1369,48.8,36
301.6,310.1,1326,48.2,77
298.2,308.1,1379,62.3,149
300.6,310.0,1419,42.4,90
302.3,310.8,1611,31.8,169
300.4,309.6,1536,34.5,154
297.6,309.6,1669,32.1,155
303.6,312.9,1873,23.5,7
300.5,310.0,1521,45.1,86
300.5,310.8,1631,30.5,132
297.8,308.4,1512,39.9,181
301.1,310.9,1396,45.1,12
303.7,312.7,1395,53.9,123
298.0,308.2,1442,44.1,204
299.0,310.0,1341,58.9,126
302.5,312.1,1454,47.6,37
303.4,312.6,1462,37.5,118
297.4,308.6,1420,45.8,120
298.1,308.7,1683,29.1,161
297.9,308.5,1449,40.8,157
297.5,308.8,1603,36.7,184
301.0,310.5,1317,50.9,75
297.6,308.4,1398,41.9,215
302.2,310.9,1302,53.4,58
301.3,311.0,1539,36.9,206
298.6,309.4,1447,40.2,173
301.8,310.0,1642,32.6,201
298.9,310.4,1831,25.4,81
302.6,310.4,1478,47.7,189
301.7,310.6,1447,56.9,47
302.4,311.8,1508,45.7,108
298.0,309.2,1527,32.4,99
300.7,310.1,1367,52.6,167
300.7,311.2,1769,26.5,63
299.3,310.6,1480,45.1,107
300.8,311.2,1397,48.7,111
301.0,311.4,1478,39.5,75
299.6,310.8,1400,40.8,118
302.9,310.8,1610,32.2,17
301.4,310.8,1698,29.6,99
299.4,309.1,1373,44.1,81
297.1,308.2,1427,45.2,136
297.2,308.0,1765,31.1,191
301.2,310.2,1385,42.3,42
297.1,308.4,1543,39.6,205
297.5,308.2,1563,38.2,15
298.8,309.8,1377,49.6,27
298.7,309.4,1375,48.3,157
297.9,308.6,1691,29.6,116
302.1,311.0,1711,28.7,83
302.2,311.7,1584,36.2,63
299.9,311.0,1747,27.6,177
302.1,311.3,1415,44.1,43
297.3,308.6,1505,33.5,14
297.8,307.8,1573,37.9,33
298.8,309.8,1895,22.0,134
301.3,310.7,1300,58.3,92
302.6,311.5,1442,59.8,169
297.9,309.0,1456,46.5,52
304.1,313.1,1556,36.3,86
300.7,311.8,1478,41.9,207
298.9,310.7,1638,33.6,218
301.1,311.1,1711,29.1,170
300.8,311.8,1417,43.4,223
302.4,311.1,1446,42.9,5
299.2,309.1,1578,38.1,109
301.5,310.8,1382,52.4,165
298.0,308.3,1405,56.2,218
300.2,310.3,1202,59.5,40
300.2,310.3,1448,40.1,209
302.3,311.8,1559,34.4,191
299.9,309.4,1348,52.8,31
298.3,307.9,1703,28.9,147
300.7,311.0,1496,38.3,99
300.0,309.6,1477,38.1,13
298.2,309.1,1350,52.0,136
301.6,310.6,1418,43.9,129
297.5,308.5,1536,36.9,108
299.5,309.0,1701,28.6,98
299.0,310.1,1447,42.8,104
303.0,311.3,1335,53.6,164
297.4,309.4,1620,35.4,51
297.8,308.4,1518,32.5,190
300.7,311.8,1486,47.3,19
302.3,311.0,1442,43.7,152
299.4,309.2,1569,40.8,73
300.5,311.6,1351,53.5,78
297.7,308.5,1501,41.4,201
298.7,309.8,1469,38.4,62
298.5,308.6,1344,53.0,114
300.1,310.2,1475,54.2,53
302.3,311.4,1484,39.5,22
300.6,311.9,1413,41.3,43
300.6,309.5,1867,23.0,242
298.8,309.9,1629,31.9,49
297.3,308.3,1501,38.2,2
297.7,308.7,1449,40.2,95
302.4,311.9,1671,29.9,204
299.3,308.5,1589,32.7,74
300.1,309.4,1559,39.7,24
303.7,312.4,1525,43.9,188
299.3,309.3,1325,62.0,47
297.4,309.0,1468,41.4,156
298.9,308.8,1529,32.7,53
297.5,308.7,1761,26.2,164
298.0,308.9,1607,37.7,49
298.8,310.0,1529,38.5,77
300.7,309.5,1479,34.5,197
298.6,309.7,1675,28.4,115
298.9,308.4,1632,31.8,17
297.6,308.8,1539,40.2,72
298.0,307.5,1431,52.9,92
302.3,310.9,1581,36.1,109
300.4,310.0,1282,66.1,40
303.8,312.7,1555,33.4,128
296.9,308.1,1483,44.3,219
298.8,310.2,1455,44.9,107
295.6,306.0,1419,51.1,7
300.2,311.7,1555,37.4,169
298.9,310.2,1359,56.9,166
299.1,308.2,1348,56.1,110
299.0,310.2,1744,31.5,0
302.5,310.2,1563,34.8,150
299.9,310.4,1419,45.7,178
297.6,309.3,1415,41.3,17
300.4,311.5,1476,32.6,144
300.6,310.0,1483,44.0,97
298.3,310.0,1858,23.9,114
303.5,312.9,1530,34.5,110
298.2,307.9,1551,36.0,186
303.0,311.2,1341,51.0,174
303.5,312.4,1340,44.5,76
298.7,309.5,1394,46.0,113
300.1,311.3,1650,33.8,38
300.6,311.9,1604,30.5,45
298.4,309.7,1679,33.3,167
300.4,311.9,1476,48.7,189
303.7,312.8,1558,37.7,206
302.8,312.4,1376,57.1,8
302.2,310.8,1397,47.6,11
297.9,308.7,1751,26.6,111
299.0,310.3,1657,31.0,70
298.7,308.4,1507,45.7,192
300.8,311.7,1479,39.4,18
295.5,306.0,1800,27.6,208
303.5,312.1,1522,36.4,107
298.0,308.7,1619,40.1,45
299.4,309.1,1440,50.0,134
300.2,309.8,1827,23.0,6
299.1,309.5,1512,39.0,75
298.5,309.8,1468,40.9,157
297.9,309.9,1472,45.0,183
301.5,310.8,1474,38.7,58
300.3,311.0,1613,34.7,142
303.4,311.6,1449,41.7,132
300.3,311.6,1312,53.4,151
297.3,309.0,1548,37.4,171
299.3,308.4,1542,37.5,203
301.9,309.6,1410,49.0,223
300.8,310.6,1384,52.9,165
297.2,308.0,1869,25.4,163
299.5,309.3,1382,61.0,140
302.0,310.4,1828,26.3,82
297.0,307.8,1583,37.2,189
301.9,311.0,1455,46.0,29
298.6,309.8,1419,44.9,115
297.5,308.7,1546,38.0,123
299.8,310.6,1574,31.8,113
300.2,311.6,1529,35.5,21
302.3,311.2,1386,50.3,110
300.9,309.9,1465,42.9,209
300.1,309.2,1533,37.0,101
300.6,310.6,1454,39.7,67
297.3,308.1,1763,28.4,54
300.7,310.7,1428,43.4,26
298.1,310.0,1393,43.1,65
297.5,309.1,1611,30.2,211
303.9,313.2,1680,29.1,201
298.2,307.8,1521,42.9,60
299.9,311.3,1647,27.5,26
300.7,310.5,1594,31.0,196
298.2,308.4,1424,47.6,179
300.8,312.3,1858,26.3,144
300.3,309.8,1466,41.2,156
302.4,311.5,1785,24.8,45
303.5,312.3,1584,35.2,74
297.8,309.0,1576,45.0,17
302.7,310.5,1568,36.9,28
301.6,311.2,1525,43.7,91
297.9,308.4,1646,40.6,175
301.0,310.1,1681,27.4,212
297.9,309.6,1515,38.8,124
302.7,310.7,1398,57.7,19
302.3,311.5,1543,33.1,39
302.0,310.8,1767,27.4,11
302.8,310.6,1670,29.1,2
297.5,308.4,1403,44.3,25
296.3,307.2,1286,51.1,177
302.4,311.4,1450,44.1,56
300.8,309.4,1342,62.4,113
298.2,308.6,1353,54.1,38
299.1,308.9,1397,52.4,112
299.2,310.5,1458,44.1,91
296.7,308.1,1450,40.9,195
300.2,310.0,1493,47.3,172
302.6,310.3,1721,27.4,79
299.7,309.2,1631,35.1,177
297.2,308.3,1431,43.7,46
300.1,310.5,1627,29.2,95
299.4,308.6,1415,56.4,175
298.1,307.8,1316,57.2,191
301.5,310.5,1556,39.1,48
297.4,308.2,1533,37.4,115
300.0,311.4,1466,39.0,125
295.3,305.7,1473,38.5,189
303.6,312.0,1435,37.9,98
301.3,310.0,1438,40.9,7
301.0,310.9,1575,34.6,150
302.3,311.5,1448,49.6,28
302.8,312.3,1494,37.5,198
298.8,308.2,1443,53.4,21
298.3,309.3,1558,37.2,73
298.6,309.7,1280,64.1,71
296.7,307.6,1547,34.7,150
300.2,311.8,1379,51.0,46
298.2,308.2,1407,47.1,153
298.3,308.9,1379,54.7,91
298.3,310.1,1545,36.3,90
298.9,310.1,1750,25.0,156
297.1,307.9,1662,26.9,183
301.5,310.9,1600,39.0,160
300.5,311.7,1445,44.8,83
302.4,311.4,1534,40.1,41
300.5,311.9,1875,22.1,100
298.9,310.2,1705,32.5,63
302.0,309.7,1551,34.8,207
301.9,310.4,1370,51.7,153
298.9,310.4,1739,26.3,30
298.6,309.1,1587,37.3,203
299.2,308.5,1438,46.6,63
302.3,312.0,1398,43.3,171
303.6,313.0,1522,35.8,133
298.4,309.4,1512,35.3,51
302.7,310.5,1725,29.0,209
300.2,309.5,1564,33.4,183
300.9,310.6,1709,29.2,158
297.5,308.4,1747,31.0,45
297.5,308.4,1441,44.5,4
301.5,310.6,1403,47.4,34
301.3,310.7,1504,47.2,74
303.9,313.1,1514,41.1,121
298.0,309.6,1536,37.3,120
301.9,311.1,1605,40.0,179
298.1,309.1,1448,52.5,150
302.8,312.3,1416,42.7,241
297.4,308.4,1474,43.6,4
301.3,310.4,1414,51.4,199
299.2,309.1,1387,48.7,4
303.0,311.1,1372,54.3,117
297.4,308.5,1761,27.2,76
299.3,308.5,1485,44.7,78
298.7,309.9,1446,43.3,46
297.4,308.7,1638,31.9,131
297.6,308.3,1648,29.1,134
298.1,308.7,1691,30.3,49
299.2,308.6,1367,47.6,168
298.5,310.2,1676,32.7,18
302.0,310.4,1336,58.2,110
300.7,309.5,1439,43.8,41
296.5,307.3,1566,37.2,164
299.7,310.3,1495,43.1,101
302.2,311.5,1734,25.0,116
302.5,311.5,1655,32.3,142
299.2,310.7,1540,36.3,175
302.3,311.0,1578,33.5,158
297.3,308.7,1430,42.8,153
300.9,311.0,1567,34.3,130
299.2,308.7,1650,30.5,93
303.5,311.8,1451,45.2,173
303.8,312.8,1443,40.7,145
299.9,311.3,1535,38.1,160
300.7,311.3,1487,39.8,50
302.3,311.0,1521,34.8,72
300.1,309.6,1622,36.1,43
298.9,310.2,1623,37.2,177
303.8,313.2,1710,26.5,190
303.6,312.1,1627,32.5,7
301.3,311.0,1580,36.6,184
299.9,310.1,1362,56.3,179
302.6,311.6,1453,37.0,135
298.9,308.8,1621,32.7,75
300.4,311.8,1433,42.2,14
301.0,311.6,1440,43.3,131
299.8,310.9,1427,47.2,168
302.3,311.4,1570,37.2,15
299.5,310.0,1412,48.9,56
300.9,312.6,1555,40.6,109
297.1,308.6,1717,31.3,61
298.3,309.2,1383,52.1,26
300.6,312.0,1430,42.7,130
302.6,310.4,1743,26.3,191
302.6,312.3,1554,42.0,58
302.1,311.2,1454,59.2,153
295.8,306.5,1514,37.7,60
297.4,308.6,1609,36.2,116
297.4,308.8,1573,33.9,123
300.9,310.7,1477,43.2,143
298.2,307.7,1608,33.8,106
302.8,310.6,1671,30.5,201
298.1,307.7,1435,40.9,147
301.2,310.9,1424,45.2,68
298.1,308.3,1680,33.7,185
301.6,310.7,1679,29.5,10
297.1,308.0,1467,42.8,169
299.6,309.4,1605,29.8,142
298.8,310.1,1567,36.8,197
299.0,310.3,1635,34.5,168
300.7,311.0,1462,41.9,126
302.4,311.4,1831,26.9,121
300.2,310.2,1440,42.9,191
300.9,310.6,1552,34.9,95
303.8,313.2,1525,41.9,145
302.9,312.5,1357,55.0,12
302.0,310.6,1479,40.5,24
301.1,311.3,1498,37.6,11
299.3,308.6,1474,49.6,191
300.2,310.4,1530,35.7,80
296.7,307.7,1597,32.1,114
300.1,311.5,1343,46.2,28
300.8,310.5,1409,50.6,141
300.8,310.9,1514,38.7,66
302.8,312.2,1433,50.0,216
297.7,308.7,1694,29.1,102
302.4,311.6,1544,39.1,70
303.8,312.7,1664,29.3,178
299.0,308.6,1429,37.7,126
298.1,307.8,1761,28.2,76
298.5,308.7,1367,47.3,47
298.7,310.1,1549,42.5,61
297.1,308.5,1555,36.2,0
301.6,311.0,1431,42.3,129
297.6,308.5,1452,42.6,116
301.8,311.3,1542,40.1,142
298.1,308.5,1665,29.6,20
302.3,311.3,1439,41.8,96
302.2,311.5,1427,43.8,88
300.3,311.7,1374,47.9,222
297.8,309.4,1226,58.7,129
301.3,310.5,1365,47.7,70
298.4,309.2,1491,51.2,13
298.9,310.2,1304,57.2,183
298.3,309.4,1546,36.1,94
300.7,310.8,1486,37.1,186
296.2,307.2,1515,36.5,38
298.9,308.3,1432,48.9,38
297.4,308.3,1483,41.9,47
302.2,311.3,1510,36.6,91
301.3,311.1,1647,28.2,140
298.5,308.9,1500,40.3,207
299.1,310.4,1422,49.3,69
297.9,307.6,1493,36.0,161
298.6,309.9,1818,24.9,9
303.8,312.9,1589,37.2,203
302.0,311.3,1567,41.1,26
301.0,310.4,1563,34.4,124
296.6,307.4,1790,25.8,72
298.6,309.7,1294,59.4,104
303.3,311.8,1315,62.0,42
300.9,312.0,1402,50.7,185
297.9,307.8,1450,43.5,106
301.9,309.6,1446,43.2,225
299.3,308.7,1408,48.7,85
299.5,309.4,1387,56.2,32
299.2,308.5,1374,53.6,143
298.0,307.6,1683,32.8,122
